x,y,z,pnt,edge
0.583221529458128,0.411948579909636,-1.2010925869419,5,0
-0.144335160140621,-0.859830043742865,-1.091942155197620,5,0
1.144713609039626,-0.689819699569349,-0.407737419984730,5,0
-1.212226443954304,-0.68807804431428,-0.0976405659582687,5,0
1.212214235628617,0.688099905784715,0.0976503488244481,5,0
-0.0350122729722295,1.36969667515385,-0.274199858070199,5,0
0.87344586638576,-0.413037910512444,1.009437654654338,5,0
0.035030445760055,-1.36969156539489,0.274218670524831,5,0
-0.58320770002076,-0.411913235056251,1.201110547666424,5,0
-0.873433556925538,0.413077433998070,-1.00943108986225,5,0
0.144349014804856,0.859847652451415,1.091927559643983,5,0
-1.144690751837985,0.689853484004881,0.407747032120979,5,0